name,location,rating,votes,cost_for_two,online_order,book_table,rest_type,primary_cuisine,price_range
Chung Wah,Jayanagar,3.7,323,850.0,Yes,No,Casual Dining,Chinese,Luxury
Shanthi Sagar,Uttarahalli,3.1,28,400.0,Yes,No,Casual Dining,South Indian,Medium
Millet Mama,Basavanagudi,3.9,18,200.0,Yes,No,Quick Bites,South Indian,Budget
Bangarpet Chat Express,Basavanagudi,3.3,6,100.0,Yes,No,Quick Bites,Street Food,Budget
South Cool Point,Basavanagudi,,0,100.0,Yes,No,Dessert Parlor,Beverages,Budget
Prems Graama Bhojanam,Jayanagar,4.3,322,400.0,Yes,No,Casual Dining,South Indian,Medium
Java City,Jayanagar,2.6,157,450.0,Yes,No,Cafe,Cafe,High-End
Kamat Bugle Rock,Basavanagudi,3.9,543,300.0,Yes,No,Quick Bites,South Indian,Budget
Woodee Pizza,Banashankari,3.7,180,500.0,Yes,No,Cafe,Cafe,High-End
Puliyogare Point,Basavanagudi,4.2,444,100.0,Yes,No,Quick Bites,South Indian,Budget
Bangalore Agarwal Bhavan,Jayanagar,3.9,134,400.0,Yes,No,Quick Bites,Street Food,Medium
Rustic Stove,Jayanagar,3.8,577,900.0,Yes,No,Casual Dining,North Indian,Luxury
Udupi Ruchi Grand,Banashankari,4.2,60,200.0,Yes,No,Quick Bites,South Indian,Budget
De Thaali,Jayanagar,3.9,144,550.0,Yes,No,Casual Dining,North Indian,High-End
Spice Elephant,Banashankari,4.1,787,800.0,Yes,No,Casual Dining,Chinese,Luxury
Just Thindi,Basavanagudi,3.6,16,200.0,Yes,No,Quick Bites,South Indian,Budget
Matru Sagar,Banashankari,3.6,84,250.0,Yes,No,Quick Bites,South Indian,Budget
Vasanth Vihar - Since 1965,Banashankari,3.6,95,150.0,Yes,No,Quick Bites,South Indian,Budget
Sea Spice by 7 Star,Banashankari,4.0,349,1200.0,Yes,Yes,Casual Dining,Seafood,Luxury
Desi Dawat,Kumaraswamy Layout,3.7,248,400.0,Yes,No,Quick Bites,North Indian,Medium
Cafe Aira,Basavanagudi,4.1,216,500.0,Yes,No,Cafe,Cafe,High-End
Donne Biriyani combos,Kumaraswamy Layout,,0,400.0,Yes,No,Casual Dining,Biryani,Medium
Penthouse Cafe,Banashankari,4.0,324,700.0,Yes,No,Cafe,Cafe,Luxury
Mast Punjabi,Kumaraswamy Layout,2.6,231,400.0,Yes,No,Quick Bites,North Indian,Medium
South Grand,Uttarahalli,3.4,102,400.0,Yes,No,Casual Dining,South Indian,Medium
Catch-up-ino,Banashankari,3.9,133,800.0,Yes,No,Cafe,Cafe,Luxury
The Pizzeria,Banashankari,2.8,45,800.0,Yes,No,Casual Dining,Pizza,Luxury
Cafe Zone,Kumaraswamy Layout,3.9,149,300.0,Yes,No,Quick Bites,Fast Food,Budget
Ruchis Point,Banashankari,3.8,75,200.0,Yes,No,Quick Bites,Fast Food,Budget
Firangi Bake,Rajarajeshwari Nagar,4.0,53,600.0,Yes,No,Delivery,Mexican,High-End
The Royal Corner - Pai Viceroy,Jayanagar,4.2,815,900.0,Yes,Yes,Casual Dining,North Indian,Luxury
Hara Fine Dine,Banashankari,4.0,633,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Chocoberry,Jayanagar,3.5,56,400.0,Yes,No,Dessert Parlor,Ice Cream,Medium
Dakshin Grand,Banashankari,3.0,82,300.0,Yes,No,Quick Bites,South Indian,Budget
Sandwichwallas,Jayanagar,3.7,35,200.0,Yes,No,Quick Bites,Fast Food,Budget
Chai Mane,Basavanagudi,3.6,20,150.0,Yes,No,Quick Bites,Juices,Budget
SLV Upachar,Kumaraswamy Layout,3.1,14,250.0,Yes,No,Quick Bites,South Indian,Budget
Waffle-A-Go Go,Banashankari,3.9,70,400.0,Yes,No,Dessert Parlor,Fast Food,Medium
Cross Road Cafe,Jayanagar,3.9,91,300.0,Yes,No,Cafe,Cafe,Budget
Anand Donne Biriyani,Jayanagar,3.6,45,200.0,Yes,No,Quick Bites,Biryani,Budget
Seven Star,Banashankari,3.4,7,250.0,Yes,No,Quick Bites,North Indian,Budget
Stop 'N' Joy,Banashankari,3.8,28,150.0,Yes,No,Quick Bites,Fast Food,Budget
Sri Yaksha Shiv Sagar,Banashankari,3.6,24,600.0,Yes,No,Casual Dining,North Indian,High-End
Fudge,Basavanagudi,3.8,36,200.0,Yes,No,Dessert Parlor,Desserts,Budget
Just Bunny,Jayanagar,3.5,11,200.0,Yes,No,Quick Bites,Fast Food,Budget
Bakers Town,Kumaraswamy Layout,3.8,77,650.0,Yes,No,Cafe,Cafe,High-End
Shree Mahalakshmi Sweets,Banashankari,3.2,8,100.0,Yes,No,Sweet Shop,Mithai,Budget
Kaapi Kendra,Jayanagar,3.7,14,100.0,Yes,No,Quick Bites,South Indian,Budget
Ivy,Kumaraswamy Layout,3.8,210,600.0,Yes,No,Casual Dining,North Indian,High-End
The Airos,Jayanagar,4.1,130,650.0,Yes,No,Cafe,Cafe,High-End
Chai Kraft,Jayanagar,4.1,30,100.0,Yes,No,Beverage Shop,Beverages,Budget
Kirthi's Biryani,Banashankari,3.8,144,700.0,Yes,No,Cafe,Chinese,Luxury
South Point Pub,Basavanagudi,3.4,11,800.0,Yes,No,Bar,North Indian,Luxury
The Trundle,Jayanagar,3.7,133,700.0,Yes,No,Casual Dining,Chinese,Luxury
The Krishna Grand Xpress,Jayanagar,4.0,136,350.0,Yes,No,Quick Bites,South Indian,Medium
Sri Krishna Darshini,Basavanagudi,3.1,4,200.0,Yes,No,Quick Bites,South Indian,Budget
Shringar Sweets & Snacks,Basavanagudi,3.5,11,200.0,Yes,No,"Sweet Shop, Quick Bites",Mithai,Budget
Udupi Grand,Basavanagudi,3.8,74,300.0,Yes,No,Quick Bites,South Indian,Budget
Ganesh Grand,Basavanagudi,3.7,30,300.0,Yes,No,Quick Bites,South Indian,Budget
Shreyas Upahar & Burger Point,Basavanagudi,3.0,7,200.0,Yes,No,Quick Bites,South Indian,Budget
Coffee Tindi,Banashankari,3.8,75,200.0,Yes,No,"Cafe, Quick Bites",Cafe,Budget
Little Cafe,Basavanagudi,3.7,54,600.0,Yes,No,Cafe,Cafe,High-End
Mumbai Badam Milk & Lassi Center,Basavanagudi,3.6,23,100.0,Yes,No,Kiosk,Beverages,Budget
Sri Krishna Sagar,Banashankari,3.2,119,400.0,Yes,No,Casual Dining,North Indian,Medium
Mylari Biryani Family Restaurant,Banashankari,3.7,73,400.0,Yes,No,Quick Bites,Biryani,Medium
1980s Games Cafe,Basavanagudi,3.4,58,400.0,Yes,No,Cafe,Cafe,Medium
Kadala Tarangaa,Banashankari,3.6,129,600.0,Yes,No,Casual Dining,Mangalorean,High-End
Namma Biryani,Banashankari,3.6,24,250.0,Yes,No,Quick Bites,Biryani,Budget
Nandhanu's Rasoi,Kumaraswamy Layout,3.0,175,400.0,Yes,No,Quick Bites,Chinese,Medium
Hotel Pork Paradise,Mysore Road,3.7,21,300.0,Yes,No,Quick Bites,South Indian,Budget
As On Fire,South Bangalore,3.5,41,400.0,Yes,No,Food Truck,Pizza,Medium
J K Fish Land,Jayanagar,3.6,35,300.0,Yes,No,Quick Bites,Seafood,Budget
Curry Leaves,Basavanagudi,4.1,176,800.0,Yes,No,Casual Dining,Andhra,Luxury
Lassi Shop,Banashankari,3.5,45,300.0,Yes,No,Beverage Shop,Beverages,Budget
Magic Meals,Jayanagar,3.7,47,400.0,Yes,No,"Quick Bites, Dessert Parlor",Fast Food,Medium
Desi Cream Junction,Jayanagar,3.7,36,650.0,Yes,Yes,Casual Dining,Chinese,High-End
Drunken Monkey,Kumaraswamy Layout,3.8,52,400.0,Yes,No,"Beverage Shop, Quick Bites",Beverages,Medium
Ruchi's Corner,Banashankari,2.7,123,200.0,Yes,No,Quick Bites,Fast Food,Budget
Tandoori Bytes,Kumaraswamy Layout,3.6,59,700.0,Yes,No,Casual Dining,North Indian,Luxury
Bangalore Donne Biriyani,Kumaraswamy Layout,3.2,4,300.0,Yes,No,Quick Bites,South Indian,Budget
SGS Non Veg - Gundu Pulav,Banashankari,3.8,101,400.0,Yes,No,Quick Bites,Biryani,Medium
Keventers,Banashankari,3.7,54,400.0,Yes,No,"Beverage Shop, Dessert Parlor",Desserts,Medium
Sree Sagar,Banashankari,,0,200.0,Yes,No,Quick Bites,South Indian,Budget
Navi Food Point,Basavanagudi,3.6,22,200.0,Yes,No,Quick Bites,Fast Food,Budget
Shawarma Inc,Banashankari,3.1,31,250.0,Yes,No,Takeaway,Rolls,Budget
The Cafe Nuts and Bolts,Kumaraswamy Layout,3.0,29,500.0,Yes,No,Cafe,Cafe,High-End
AM WOW,Jayanagar,3.4,6,100.0,Yes,No,Beverage Shop,Beverages,Budget
Lalbagh Grand,Basavanagudi,3.0,22,250.0,Yes,No,Quick Bites,South Indian,Budget
Funjabi Curries,Banashankari,2.9,11,500.0,Yes,No,Quick Bites,North Indian,High-End
Eat Repeat,Basavanagudi,3.9,101,150.0,Yes,No,Quick Bites,South Indian,Budget
Salut,Jayanagar,4.1,442,1200.0,Yes,Yes,"Pub, Casual Dining",Continental,Luxury
Nammura Donne Biriyani,Basavanagudi,3.5,155,400.0,Yes,No,Quick Bites,Biryani,Medium
Lassi Stop,Banashankari,3.4,12,150.0,Yes,No,"Beverage Shop, Quick Bites",Beverages,Budget
Dakshin Kitchen,Basavanagudi,3.6,15,100.0,Yes,No,Quick Bites,South Indian,Budget
Sri Sai Cafe,Basavanagudi,3.5,10,200.0,Yes,No,Quick Bites,South Indian,Budget
Sri Sai 99 Variety Dosa,Banashankari,3.8,25,300.0,Yes,No,Quick Bites,South Indian,Budget
Utsav Restaurant,Banashankari,3.8,61,300.0,Yes,No,Quick Bites,North Indian,Budget
Crunch and Munch,Uttarahalli,3.7,23,300.0,Yes,No,Quick Bites,Chinese,Budget
Food Geek,Basavanagudi,3.8,25,350.0,Yes,No,Quick Bites,Sandwich,Medium
Sri Krishna Aramane,Kumaraswamy Layout,3.7,40,200.0,Yes,No,Quick Bites,South Indian,Budget
Great Indian Rolls,Basavanagudi,3.3,4,100.0,Yes,No,Quick Bites,Rolls,Budget
Chats Point,Basavanagudi,3.4,8,150.0,Yes,No,Quick Bites,Fast Food,Budget
Food Point,Kumaraswamy Layout,3.5,32,300.0,Yes,No,Quick Bites,North Indian,Budget
Swarga Ruchi,Basavanagudi,3.3,10,200.0,Yes,No,Quick Bites,South Indian,Budget
Kolkata King,Basavanagudi,3.4,6,300.0,Yes,No,Quick Bites,Fast Food,Budget
Sandwich Mama's And Frozen Monster,Jayanagar,3.8,53,250.0,Yes,No,Quick Bites,Ice Cream,Budget
New Rajadhani Spicy,Kumaraswamy Layout,3.7,67,700.0,Yes,No,Casual Dining,North Indian,Luxury
Big Mishra Pedha,Jayanagar,2.9,23,250.0,Yes,No,Sweet Shop,Mithai,Budget
VEGeatz,Banashankari,3.4,19,200.0,Yes,No,Quick Bites,South Indian,Budget
Foodizo,Banashankari,3.6,24,300.0,Yes,No,Quick Bites,Desserts,Budget
Food Springs,Jayanagar,4.0,232,400.0,Yes,No,Quick Bites,South Indian,Medium
Chung's Chinese Corner,Jayanagar,3.9,221,700.0,Yes,No,Casual Dining,Chinese,Luxury
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,4.1,1063,1200.0,Yes,Yes,"Casual Dining, Bar",Italian,Luxury
Goli Vada Pav No. 1,Basavanagudi,3.7,93,200.0,Yes,No,Quick Bites,Street Food,Budget
Ragoo's,Jayanagar,3.9,233,800.0,Yes,No,Casual Dining,Italian,Luxury
Pure & Natural,Jayanagar,3.9,211,500.0,Yes,No,Casual Dining,Fast Food,High-End
Maiyas,Jayanagar,4.0,1778,200.0,Yes,No,Quick Bites,North Indian,Budget
Sip n Dine,Vijay Nagar,3.6,218,800.0,Yes,No,Casual Dining,North Indian,Luxury
Cafe Mondo,Basavanagudi,3.7,514,600.0,Yes,No,Cafe,Cafe,High-End
Jalpaan,Jayanagar,4.0,866,900.0,Yes,Yes,Casual Dining,North Indian,Luxury
Kataria's Pakwan,Kumaraswamy Layout,3.2,96,400.0,Yes,No,Quick Bites,North Indian,Medium
Juicy Momos,Banashankari,3.5,80,250.0,Yes,No,Quick Bites,Tibetan,Budget
Amande Patisserie,Basavanagudi,4.0,73,300.0,Yes,No,Bakery,Bakery,Budget
Anand Sweets and Savouries,Jayanagar,3.9,84,400.0,Yes,No,Sweet Shop,Mithai,Medium
Chicken Hunt,Banashankari,3.5,88,350.0,Yes,No,Quick Bites,South Indian,Medium
Swadesh Tadka,Banashankari,3.5,179,600.0,Yes,No,Casual Dining,North Indian,High-End
Cane-O-La,Basavanagudi,3.8,61,100.0,Yes,No,Quick Bites,Juices,Budget
New Biryani Mane,Uttarahalli,3.7,128,450.0,Yes,No,Casual Dining,North Indian,High-End
Upahara Darshini,Jayanagar,3.8,339,400.0,Yes,No,Quick Bites,South Indian,Medium
Karnataka Bhel House,Basavanagudi,4.1,449,100.0,Yes,No,Quick Bites,Street Food,Budget
Sreeraj Lassi Bar,Jayanagar,4.1,210,150.0,Yes,No,"Dessert Parlor, Beverage Shop",Beverages,Budget
Juice Junction Food Court,Basavanagudi,3.7,57,200.0,Yes,No,Quick Bites,Juices,Budget
Bunt's Biriyani Palace,Banashankari,3.0,213,400.0,Yes,No,Quick Bites,North Indian,Medium
Chai Point,Jayanagar,3.2,208,250.0,Yes,No,"Beverage Shop, Quick Bites",Tea,Budget
Janahaar,Banashankari,3.8,70,100.0,Yes,No,Quick Bites,South Indian,Budget
Redberrys,Basavanagudi,4.0,219,600.0,Yes,No,Cafe,Cafe,High-End
Utsav,Banashankari,3.7,59,200.0,Yes,No,Quick Bites,North Indian,Budget
Meat And Eat,Banashankari,3.1,10,500.0,Yes,No,Quick Bites,Fast Food,High-End
Snacks Bite,Kumaraswamy Layout,3.0,9,400.0,Yes,No,Quick Bites,Fast Food,Medium
The Spice Saga,Kumaraswamy Layout,3.7,124,750.0,Yes,No,Casual Dining,Biryani,Luxury
Dakshin Cafe,Kumaraswamy Layout,3.7,19,100.0,Yes,No,Quick Bites,South Indian,Budget
Mr. Parathewala,Jayanagar,,0,300.0,Yes,No,"Takeaway, Delivery",North Indian,Budget
Kaulige Millet Corner,Basavanagudi,3.3,4,150.0,Yes,No,Quick Bites,Healthy Food,Budget
Ifruit Ice Cream,Kumaraswamy Layout,3.3,4,150.0,Yes,No,Dessert Parlor,Desserts,Budget
Havmor,Basavanagudi,3.8,21,200.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Grand Food,Banashankari,3.4,8,250.0,Yes,No,"Quick Bites, Bakery",South Indian,Budget
Dining Hut,Kumaraswamy Layout,3.5,10,400.0,Yes,No,Quick Bites,North Indian,Medium
7 Hills Garden Restaurant,Banashankari,,0,400.0,Yes,No,Quick Bites,North Indian,Medium
Desi Swaad,Kumaraswamy Layout,3.5,10,400.0,Yes,No,Quick Bites,North Indian,Medium
Yummy Momos,Kumaraswamy Layout,3.2,4,200.0,Yes,No,Quick Bites,Momos,Budget
Masale Daan,Banashankari,3.1,4,350.0,Yes,No,Delivery,North Indian,Medium
Sri Manjunatha Tandoori Corner,Uttarahalli,,0,300.0,Yes,No,Quick Bites,Mughlai,Budget
Grow Fit,JP Nagar,3.6,16,500.0,Yes,No,"Takeaway, Delivery",Healthy Food,High-End
The House Of Vadapav,Banashankari,,0,150.0,Yes,No,Quick Bites,Unknown,Budget
Cutcakes,Kumaraswamy Layout,,0,300.0,Yes,No,"Takeaway, Delivery",Bakery,Budget
Lassi Spot,Kumaraswamy Layout,3.3,4,100.0,Yes,No,Beverage Shop,Unknown,Budget
Sandwich Hub,Jayanagar,3.4,12,300.0,Yes,No,Quick Bites,Fast Food,Budget
Healthy Bakes 'n' Brew,Jayanagar,,0,150.0,Yes,No,Bakery,Bakery,Budget
Udupi Sri Krishna Cafe,Jayanagar,3.9,14,600.0,Yes,No,Casual Dining,North Indian,High-End
Starlite Bakery & Fastfood,Jayanagar,3.7,0,300.0,Yes,No,Quick Bites,North Indian,Budget
Veganbreak24x7,City Market,2.8,5,199.0,Yes,No,"Takeaway, Delivery",South Indian,Budget
Aadhya Hotel,Basavanagudi,3.3,5,800.0,Yes,No,"Casual Dining, Bar",South Indian,Luxury
Dodda Mane Baaduta,Banashankari,3.5,15,250.0,Yes,No,Quick Bites,North Indian,Budget
Swadd Kitchen,Basavanagudi,3.4,4,500.0,Yes,No,Casual Dining,North Indian,High-End
Nandini Milk Parlour and Restaurant,Mysore Road,,0,250.0,Yes,No,"Dessert Parlor, Quick Bites",Sandwich,Budget
Happy Chopsticks,Basavanagudi,3.6,17,300.0,Yes,No,Quick Bites,Chinese,Budget
Sai Super Sandwich,Banashankari,,0,200.0,Yes,No,Quick Bites,Sandwich,Budget
Right Pizza,Basavanagudi,,0,300.0,Yes,No,Quick Bites,Pizza,Budget
Udupi Upachar,Banashankari,3.3,6,500.0,Yes,No,Quick Bites,South Indian,High-End
Davanagere Benne Dose Hut,Banashankari,3.4,10,100.0,Yes,No,Quick Bites,South Indian,Budget
The Sip Shop,Basavanagudi,,0,200.0,Yes,No,Quick Bites,Pizza,Budget
Jalsa,Banashankari,4.1,775,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Subz,Jayanagar,4.2,2022,1000.0,Yes,Yes,Casual Dining,North Indian,Luxury
Rajastani Rasoi,Basavanagudi,,0,100.0,Yes,No,Quick Bites,North Indian,Budget
Sri Banashankari Upahara,Kumaraswamy Layout,,0,150.0,Yes,No,Quick Bites,North Indian,Budget
Cafe Shuffle,Banashankari,4.2,150,600.0,Yes,Yes,Cafe,Cafe,High-End
Mint and Mustard,Basavanagudi,4.0,232,750.0,Yes,No,Casual Dining,North Indian,Luxury
Chinese Square,Basavanagudi,3.9,38,200.0,Yes,No,Quick Bites,Chinese,Budget
Hyderabad Express,Banashankari,,0,300.0,Yes,No,Quick Bites,Hyderabadi,Budget
Punjabi Raswada,Jayanagar,3.5,431,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Vinny's,Banashankari,4.2,2115,800.0,Yes,Yes,Casual Dining,Pizza,Luxury
Chetty's Corner,Uttarahalli,3.4,30,200.0,Yes,No,Quick Bites,Fast Food,Budget
Kapoor's Cafe,Jayanagar,4.2,150,800.0,Yes,No,Casual Dining,North Indian,Luxury
Donne Biryani & Kabab Corner,Kumaraswamy Layout,3.3,12,200.0,Yes,No,Quick Bites,Chinese,Budget
Sukh Sagar,Jayanagar,3.8,155,450.0,Yes,No,Casual Dining,South Indian,High-End
S M V Snacks Corner,Basavanagudi,3.7,33,200.0,Yes,No,Quick Bites,Fast Food,Budget
Andhra Ruchulu,Jayanagar,4.1,666,1000.0,Yes,Yes,"Casual Dining, Bar",Andhra,Luxury
The Samosa Co,Jayanagar,,0,200.0,Yes,No,Quick Bites,Fast Food,Budget
Steaming Mugs,Basavanagudi,3.9,240,700.0,Yes,No,Cafe,Cafe,Luxury
San Churro Cafe,Banashankari,3.8,918,800.0,Yes,No,"Cafe, Casual Dining",Cafe,Luxury
Rajathadri Food Fort,Jayanagar,4.0,465,600.0,Yes,No,Casual Dining,South Indian,High-End
Brew Meister,Jayanagar,4.1,970,1500.0,Yes,Yes,"Microbrewery, Casual Dining",North Indian,Luxury
Rasoi,Banashankari,3.3,128,300.0,Yes,No,Quick Bites,North Indian,Budget
Mr. Singh Da Dhaba,Kumaraswamy Layout,3.6,241,300.0,Yes,No,Quick Bites,North Indian,Budget
Kababs N Biryani,Banashankari,3.4,22,200.0,Yes,No,Quick Bites,South Indian,Budget
Ayodhya Upachar,Banashankari,4.3,734,200.0,Yes,No,Quick Bites,South Indian,Budget
Biriyani Mane,Jayanagar,3.8,130,400.0,Yes,No,Quick Bites,North Indian,Medium
Cafe Ajfan,Jayanagar,4.2,261,700.0,Yes,No,Cafe,Cafe,Luxury
Brundhavana Food Point,Kumaraswamy Layout,4.0,191,300.0,Yes,No,Quick Bites,South Indian,Budget
SLV Corner Restaurant,Basavanagudi,4.1,364,550.0,Yes,No,Casual Dining,South Indian,High-End
Biryani Royals Garden,Kumaraswamy Layout,,0,500.0,Yes,No,Quick Bites,North Indian,High-End
Hotel New Karavali,Banashankari,3.8,133,300.0,Yes,No,Quick Bites,Mangalorean,Budget
The Krishna Grand,Banashankari,3.9,888,750.0,Yes,No,Casual Dining,North Indian,Luxury
360 Atoms Restaurant And Cafe,Banashankari,3.1,13,400.0,Yes,No,Cafe,Cafe,Medium
Roti Ghar,Basavanagudi,3.9,750,500.0,Yes,No,Casual Dining,North Indian,High-End
The Coffee Shack,Banashankari,4.2,164,500.0,Yes,Yes,Cafe,Cafe,High-End
Multi Snacky Hub,Basavanagudi,,0,200.0,No,No,Quick Bites,Fast Food,Budget
Kettle & Kegs,Banashankari,3.2,6,200.0,Yes,No,Delivery,Tea,Budget
Baisakhi,Basavanagudi,3.8,527,500.0,Yes,No,Casual Dining,North Indian,High-End
Corner House Ice Cream,Banashankari,4.3,345,400.0,No,No,Dessert Parlor,Ice Cream,Medium
Poonam Sweets,Banashankari,4.4,356,150.0,No,No,Sweet Shop,Mithai,Budget
XO Belgian Waffle,Banashankari,3.7,17,400.0,Yes,No,Dessert Parlor,Desserts,Medium
Old Mumbai Ice Cream,Banashankari,3.9,38,150.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Cake of the Day,Banashankari,3.7,78,150.0,No,No,"Bakery, Dessert Parlor",Bakery,Budget
Amma's Pastries,Banashankari,3.8,60,400.0,No,No,Dessert Parlor,Bakery,Medium
Kanti Sweets,Banashankari,4.0,115,400.0,Yes,No,Sweet Shop,Mithai,Medium
Sugar Rush,Banashankari,3.8,39,300.0,No,No,Bakery,Bakery,Budget
Polar Bear,Banashankari,3.9,116,400.0,Yes,No,Dessert Parlor,Ice Cream,Medium
San Churro Cafe,Banashankari,3.8,918,800.0,Yes,No,"Cafe, Casual Dining",Cafe,Luxury
Anand Sweets and Savouries,Banashankari,3.7,46,400.0,No,No,"Sweet Shop, Quick Bites",Mithai,Medium
Ibaco,Banashankari,3.9,41,300.0,Yes,No,Dessert Parlor,Desserts,Budget
Kirthi's Biryani,Banashankari,3.8,144,700.0,Yes,No,Cafe,Chinese,Luxury
The Lassi and Juice Park,Banashankari,3.8,28,150.0,No,No,"Beverage Shop, Dessert Parlor",Juices,Budget
Stoned Monkey,Banashankari,4.3,860,500.0,Yes,No,Dessert Parlor,Desserts,High-End
Parimala Sweets,Banashankari,3.5,14,200.0,No,No,Sweet Shop,Mithai,Budget
The Big O Bakes,Banashankari,4.0,66,300.0,No,No,Bakery,Bakery,Budget
Shree Mahalakshmi Sweets,Banashankari,3.2,8,100.0,Yes,No,Sweet Shop,Mithai,Budget
Keventers,Banashankari,3.7,54,400.0,Yes,No,"Beverage Shop, Dessert Parlor",Desserts,Medium
Dessert Rose,Banashankari,3.5,7,500.0,No,No,Dessert Parlor,Desserts,High-End
Thanco's Natural Ice Creams,Banashankari,3.2,9,300.0,No,No,Dessert Parlor,Ice Cream,Budget
Corner Stone,Banashankari,3.6,42,300.0,No,No,"Beverage Shop, Quick Bites",Beverages,Budget
Kaggis,Banashankari,3.8,64,250.0,No,No,Quick Bites,Fast Food,Budget
Cocoa Bakes,Banashankari,3.6,14,350.0,Yes,No,Bakery,Bakery,Medium
Floured-Baked With Love,Banashankari,3.8,45,400.0,No,No,"Takeaway, Delivery",Bakery,Medium
CAFE NOVA,Banashankari,3.2,11,600.0,No,No,Cafe,Cafe,High-End
Cakes & Slices,Banashankari,3.5,13,300.0,No,No,Bakery,Bakery,Budget
Arun Ice Cream,Banashankari,3.4,7,150.0,No,No,Dessert Parlor,Ice Cream,Budget
Just Bake,Banashankari,3.4,8,400.0,No,No,Bakery,Bakery,Medium
Dharwad Line Bazaar Mishra Pedha,Banashankari,,0,150.0,No,No,Dessert Parlor,Mithai,Budget
Cake Bite,Banashankari,,0,300.0,No,No,Bakery,Bakery,Budget
Kwality Wall's Swirl's Happiness Station,Banashankari,2.9,25,200.0,No,No,Dessert Parlor,Ice Cream,Budget
Melting Melodies,Banashankari,,0,300.0,No,No,Bakery,Bakery,Budget
Sweet N Swirl,Banashankari,3.2,17,150.0,No,No,Dessert Parlor,Desserts,Budget
Me And My Cake,Banashankari,,0,500.0,No,No,Delivery,Bakery,High-End
Mukesh Sweet Centre,Banashankari,,0,300.0,No,No,Sweet Shop,Mithai,Budget
Darkolates,Banashankari,,0,200.0,No,No,Confectionery,Desserts,Budget
Sai Super Sandwich,Banashankari,,0,200.0,Yes,No,Quick Bites,Sandwich,Budget
Sweet Truth,Banashankari,3.9,35,500.0,Yes,No,Delivery,Bakery,High-End
Waffle-A-Go Go,Banashankari,3.9,70,400.0,Yes,No,Dessert Parlor,Fast Food,Medium
Gopi Ice Creams,Banashankari,,0,100.0,No,No,Dessert Parlor,Ice Cream,Budget
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,4.0,98,400.0,No,No,"Sweet Shop, Quick Bites",Mithai,Medium
Baskin Robbins,Basavanagudi,3.7,25,250.0,No,No,Dessert Parlor,Ice Cream,Budget
Redberrys,Basavanagudi,4.0,219,600.0,Yes,No,Cafe,Cafe,High-End
Amande Patisserie,Basavanagudi,4.0,73,300.0,Yes,No,Bakery,Bakery,Budget
Srinivasa Brahmins Bakery,Basavanagudi,3.6,16,150.0,No,No,"Bakery, Quick Bites",Bakery,Budget
Jain Bakes,Basavanagudi,3.6,8,250.0,No,No,Bakery,Bakery,Budget
Cake Ghar,Basavanagudi,3.8,15,400.0,Yes,No,Bakery,Bakery,Medium
KC Das - Sweet Spot,Basavanagudi,3.6,46,200.0,No,No,"Sweet Shop, Quick Bites",Mithai,Budget
Sugar Stars Co,Basavanagudi,,0,300.0,No,No,Bakery,Bakery,Budget
Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,3.3,13,300.0,Yes,No,"Dessert Parlor, Sweet Shop",Desserts,Budget
Cake Yard,Basavanagudi,3.3,9,250.0,Yes,No,Dessert Parlor,Desserts,Budget
Iceberg Icecreams,Basavanagudi,4.0,43,250.0,Yes,No,Dessert Parlor,Desserts,Budget
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,2.7,97,400.0,Yes,No,Casual Dining,South Indian,Medium
Bombay Kulfis,JP Nagar,,0,200.0,No,No,Dessert Parlor,Ice Cream,Budget
Sri Krishna Sweets,Basavanagudi,3.7,22,250.0,Yes,No,Sweet Shop,Mithai,Budget
Cake Art,Basavanagudi,3.5,15,400.0,No,No,"Bakery, Quick Bites",Bakery,Medium
Cakecraft,Jayanagar,,0,350.0,No,No,Takeaway,Desserts,Medium
Asha Sweets Centre,Basavanagudi,3.6,27,250.0,Yes,No,Dessert Parlor,Fast Food,Budget
My Tea House,Banashankari,,0,500.0,Yes,Yes,Casual Dining,Continental,High-End
The Krishna Grand,Banashankari,3.9,888,750.0,Yes,No,Casual Dining,North Indian,Luxury
Sea Spice by 7 Star,Banashankari,4.0,349,1200.0,Yes,Yes,Casual Dining,Seafood,Luxury
Mini Punjabi Dhaba,Banashankari,4.2,287,350.0,Yes,No,Quick Bites,North Indian,Medium
Onesta,Banashankari,4.6,2556,600.0,Yes,Yes,"Casual Dining, Cafe",Pizza,High-End
Wamama,Banashankari,4.2,354,800.0,Yes,Yes,Casual Dining,Asian,Luxury
Jalsa,Banashankari,4.1,775,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Vinny's,Banashankari,4.2,2115,800.0,Yes,Yes,Casual Dining,Pizza,Luxury
Jcubez,Banashankari,3.8,977,1300.0,No,Yes,Lounge,Finger Food,Luxury
Gustoes Beer House,Banashankari,4.1,868,1200.0,No,No,Pub,Continental,Luxury
